author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/312221430/;Москва;sale;flat;2;4;3;140.0;167506584;-1;-1;-1;-1;-1;75 м²;30 м²;+79858043127;Мещанский;Рождественский бульвар;10/7С1;Трубная;
